8.68401391,-3.825301076
7.455117769,-8.076063621
9.552805315,-6.931605594
9.093590786,-5.651851914
8.014445685,-6.630387343
7.111755994,-4.45650726
11.10052856,-5.32632193
8.332641329,-7.595551404
8.029532588,-6.503211885
9.079043303,-6.432098682
8.307659699,-6.485875446
9.483918435,-7.495788442
9.955432309,-8.113320444
7.522322732,-5.585558568
7.990111262,-4.700329058
9.984821896,-4.179097639
7.180488131,-6.400572297
8.280168049,-6.311654937
9.772462034,-5.081527049
7.871586498,-4.648880817
7.78380697,-4.480901019
11.12685279,-7.359692599
7.590757593,-6.924606598
8.35637479,-10.11172935
9.453020069,-4.933507774
10.13190533,-8.538623023
8.397452083,-5.466340643
7.17472766,-8.824954029
7.732492698,-5.053875205
11.32927185,-7.422420829
7.079635761,-5.047488016
6.77729887,-5.469030925
9.078334797,-6.642292293
9.499873116,-6.568545891
7.957503589,-6.155203941
8.466900096,-5.935467822
8.74341332,-3.525496479
8.587061039,-7.582239463
6.338145672,-8.056301933
7.859386143,-9.659439155
9.019277756,-4.231213301
9.987458014,-4.934758125
8.810010318,-6.203312395
9.63086668,-4.886207641
7.753724389,-6.569883809
7.78379738,-4.141632413
8.571402588,-5.714963673
8.235196875,-6.770411406
10.35776474,-7.775980424
8.622024262,-6.0826449
8.37505567,-8.447840826
9.917495792,-6.187157077
6.050304786,-5.11669208
7.009321361,-4.881387819
9.520501181,-5.068974509
8.908194458,-6.442613223
8.150686634,-4.143753392
9.561558843,-7.503399669
10.92502974,-4.57530244
7.341529492,-6.412328055
8.782876452,-5.014749621
9.894626886,-8.032901842
8.121293588,-5.351872605
7.809722222,-4.469422698
7.552012976,-3.97763528
8.5592224,-3.790894475
8.091460195,-6.147180553
7.435325179,-7.289108595
9.948602322,-6.297907169
9.009888326,-6.188956067
8.868609482,-4.376010588
9.49650411,-6.162037287
8.174034175,-4.693806959
9.340950067,-5.491561071
7.481990473,-5.114871657
10.25417217,-6.960105757
11.58872273,-5.318954448
9.079865207,-6.668191232
6.03937467,-4.908652208
9.029244584,-5.368892093
7.957238253,-4.104188957
6.845564671,-7.6064114
8.939266999,-4.455928751
8.034854048,-4.66618659
8.648097861,-7.7696968
9.766981868,-5.088051538
9.651588395,-7.444548029
8.335520006,-5.813763451
9.515330953,-7.83815163
9.181842694,-6.940287358
9.375852843,-7.057961097
8.3369664,-3.778809225
9.089502398,-6.055465572
9.900623793,-6.447617695
7.695250334,-5.310582488
8.701632833,-4.765940649
8.130832359,-6.466519722
8.347716983,-3.977864773
6.881334896,-4.473675063
8.532862684,-6.708280038
6.678145862,-5.266302674
7.401512505,-5.370256838
8.045011478,-7.346068459
9.442614701,-7.107016147
8.321720542,-6.530598009
9.029426345,-6.542377509
7.245229601,-5.456169094
9.307010223,-3.834048093
8.871086265,-4.710994958
8.511518476,-7.127254036
9.634744195,-8.084403807
9.216731699,-5.282558198
10.82217842,-6.801251866
10.60306333,-6.46943461
8.217116232,-7.235485071
7.451774892,-4.446791466
9.311110641,-8.428918281
8.615044618,-5.736590641
8.33504581,-5.479983334
8.966178961,-7.79859432
9.928531868,-5.876653221
8.362261737,-6.851949168
7.327721773,-4.902815848
7.839227684,-6.823523072
6.421069597,-5.668114704
6.711221326,-7.780994738
8.762135604,-5.497537312
11.20455031,-5.969977844
8.67140249,-4.120796913
9.336196742,-5.405054163
8.971150526,-5.500209122
8.5476166,-6.236852175
9.301267622,-7.736610449
8.378001611,-7.847509257
8.857338243,-6.5218776
8.012593414,-6.345734442
7.634942902,-5.078104053
9.224516565,-7.372284143
8.60659267,-5.088715109
10.47215153,-6.884720992
8.670026639,-5.469121482
8.57254865,-4.902133399
8.974951117,-6.002878664
10.07919883,-6.771337464
9.975048043,-4.954252432
9.474701169,-3.638021682
7.775190605,-5.376537198
9.059382131,-3.720502298
9.490699293,-5.654045138
7.795989022,-5.668329334
7.93753259,-3.897283165
7.779419429,-6.135850859
8.0746483,-7.992793128
9.182361577,-3.150927876
9.510666547,-5.732840571
10.18665798,-5.54165205
7.527958949,-5.021383389
8.086357969,-6.370836859
9.700395877,-4.959147329
7.502091201,-8.122617687
8.318544928,-5.12468052
8.613487787,-4.65048722
8.839474028,-6.456085793
7.368901972,-4.746447351
8.036654603,-5.04274307
8.682380234,-6.34521536
8.114634618,-7.755045181
9.179610063,-3.225435199
7.057690729,-4.09353074
9.000721323,-7.586127993
8.566397425,-5.944206904
9.374457943,-8.030802832
8.628180447,-6.263145529
8.030740126,-5.393221513
8.798327304,-7.677644154
9.119210006,-6.678381657
6.821409054,-4.67111848
8.140335805,-2.978830012
8.034971793,-6.400176791
7.793315181,-4.704972374
9.256661923,-8.091416933
8.442726575,-6.352919658
7.842175932,-6.735977952
7.154661264,-4.32469961
7.811145461,-3.654522593
8.632615181,-6.589420362
8.874301685,-5.582972563
7.377078548,-6.852734655
7.406730875,-5.236148979
10.0843832,-5.313735675
8.818449956,-7.181493246
6.95266902,-3.824279797
7.599299916,-3.16168469
7.817153843,-7.706346455
10.09131785,-7.181633705
7.544097528,-4.884349251
6.969983997,-5.609384751
10.5653639,-4.413840692
8.578819664,-4.468445951
7.998533183,-3.345415369
8.995780809,-5.570393318
8.00681005,-6.388998759
8.408834785,-6.433377935
8.176686827,-3.79128565
8.421381472,-8.380936597
8.724365412,-6.617123356
